age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level
35.0,12.0,4.93,6.89,6.0,2.0,2.0,5.0,6.27,1.39,18.52,0.0
36.0,14.0,11.07,7.38,1.0,2.0,28.0,0.0,13.28,1.34,20.42,0.0
23.0,3.0,8.89,7.12,5.0,19.0,18.0,7.0,10.81,1.04,78.02,2.0
20.0,15.0,5.91,7.33,7.0,15.0,3.0,1.0,9.1,1.17,65.06,1.0
27.0,11.0,4.16,5.32,4.0,8.0,14.0,2.0,6.47,1.6,23.11,0.0
36.0,3.0,8.18,6.04,2.0,13.0,12.0,7.0,10.8,1.14,67.83,1.0
22.0,2.0,4.86,6.96,2.0,15.0,10.0,3.0,9.63,0.9,12.01,0.0
39.0,16.0,4.94,4.18,1.0,8.0,25.0,4.0,6.56,1.32,32.51,0.0
34.0,17.0,6.67,6.41,7.0,4.0,1.0,8.0,9.22,0.07,51.63,1.0
34.0,17.0,10.3,8.3,2.0,9.0,28.0,6.0,12.33,0.22,64.13,1.0
43.0,16.0,9.3,6.46,3.0,14.0,8.0,9.0,12.02,0.25,77.19,2.0
41.0,11.0,4.69,6.76,5.0,3.0,28.0,6.0,8.64,0.85,13.23,0.0
33.0,3.0,13.68,5.01,1.0,13.0,11.0,0.0,17.95,1.74,64.93,1.0
42.0,11.0,12.87,7.97,5.0,19.0,3.0,0.0,15.93,1.29,89.11,2.0
33.0,19.0,6.59,5.79,7.0,19.0,25.0,7.0,11.01,1.95,74.28,2.0
43.0,14.0,5.22,8.78,6.0,6.0,18.0,9.0,9.36,0.08,23.61,0.0
21.0,15.0,13.42,8.97,4.0,3.0,9.0,0.0,15.05,1.44,26.28,0.0
32.0,10.0,8.61,8.58,3.0,16.0,10.0,9.0,10.59,0.63,53.795,2.0
33.0,14.0,7.11,4.42,1.0,8.0,6.0,1.0,10.8,0.05,28.0,0.0
43.0,16.0,8.9,5.67,4.0,3.0,12.0,3.0,13.8,1.65,38.91,1.0
38.0,17.0,11.73,8.73,4.0,2.0,8.0,8.0,14.23,1.02,70.58,2.0
26.0,4.0,5.68,8.02,4.0,18.0,11.0,6.0,7.6,0.43,60.89,1.0
22.0,12.0,11.67,8.56,4.0,8.0,28.0,6.0,16.15,0.68,52.9,1.0
34.0,18.0,11.49,6.86,4.0,7.0,1.0,9.0,13.29,1.58,72.82,2.0
42.0,12.0,9.39,6.4,1.0,6.0,29.0,6.0,13.18,1.25,54.52,1.0
33.0,17.0,12.66,4.53,2.0,6.0,21.0,4.0,13.8,0.53,63.27,1.0
30.0,13.0,5.32,8.2,4.0,3.0,20.0,0.0,6.4,0.34,0.0,0.0
34.0,3.0,9.95,7.73,6.0,18.0,0.0,4.0,12.76,1.02,76.84,2.0
32.0,3.0,8.49,4.29,6.0,11.0,26.0,7.0,12.12,0.3,94.29,2.0
37.0,19.0,8.22,5.05,3.0,19.0,6.0,6.0,9.79,1.74,64.35,1.0
25.0,19.0,6.53,6.79,1.0,5.0,0.0,6.0,10.59,1.85,21.87,0.0
22.0,18.0,7.72,7.42,0.0,11.0,25.0,1.0,9.23,1.94,12.31,0.0
38.0,12.0,5.08,4.69,2.0,19.0,24.0,0.0,8.21,1.67,32.76,0.0
32.0,11.0,6.52,5.22,4.0,3.0,15.0,3.0,8.75,1.77,22.56,0.0
44.0,6.0,6.72,4.97,6.0,1.0,3.0,7.0,10.73,1.63,39.09,1.0
42.0,11.0,11.21,5.1,4.0,14.0,29.0,0.0,15.43,1.92,34.52,0.0
24.0,3.0,4.49,8.6,1.0,5.0,7.0,1.0,5.75,1.69,0.0,0.0
29.0,1.0,10.51,6.46,1.0,17.0,16.0,6.0,12.28,0.92,89.28,2.0
26.0,1.0,6.21,7.69,4.0,4.0,20.0,5.0,10.78,0.65,26.46,0.0
44.0,4.0,4.82,7.97,6.0,3.0,18.0,5.0,7.48,1.17,16.92,0.0
36.0,9.0,7.01,5.78,3.0,10.0,3.0,7.0,9.92,1.22,47.15,1.0
26.0,9.0,6.24,7.84,1.0,10.0,27.0,8.0,7.91,1.15,30.85,0.0
41.0,8.0,9.52,8.89,5.0,8.0,3.0,7.0,14.5,1.41,53.06,1.0
31.0,12.0,7.57,7.49,6.0,2.0,7.0,0.0,12.26,1.4,21.41,0.0
44.0,10.0,13.66,6.08,6.0,10.0,9.0,3.0,14.67,0.17,100.0,2.0
36.0,4.0,13.64,7.58,2.0,1.0,25.0,4.0,16.84,0.57,53.795,1.0
32.0,9.0,8.44,8.5,3.0,8.0,28.0,8.0,12.93,1.78,58.27,1.0
39.0,9.0,11.95,4.64,6.0,9.0,15.0,5.0,14.67,1.18,92.87,2.0
44.0,5.0,4.13,5.33,7.0,10.0,18.0,5.0,6.88,0.66,40.98,1.0
23.0,10.0,9.48,8.6,4.0,2.0,0.0,2.0,12.0,1.7,15.19,0.0
29.0,7.0,11.43,8.73,7.0,16.0,4.0,1.0,12.55,0.5,54.38,1.0
22.0,0.0,6.17,6.42,6.0,10.0,1.0,1.0,10.33,0.82,36.4,1.0
28.0,16.0,4.61,5.87,7.0,16.0,28.0,6.0,7.44,0.55,57.94,1.0
32.0,6.0,5.56,5.41,3.0,18.0,26.0,4.0,8.68,1.74,62.18,1.0
37.0,13.0,8.42,6.49,7.0,3.0,15.0,9.0,10.44,1.46,59.37,1.0
34.0,16.0,9.06,8.67,5.0,1.0,12.0,0.0,13.2,0.92,0.0,0.0
23.0,8.0,7.81,4.75,6.0,13.0,29.0,4.0,11.98,1.86,60.11,1.0
34.0,16.0,8.4,6.1,3.0,14.0,5.0,0.0,11.61,1.85,45.42,1.0
41.0,4.0,8.7,8.56,6.0,2.0,3.0,8.0,13.32,1.42,39.86,1.0
21.0,19.0,11.69,5.75,0.0,19.0,24.0,7.0,13.15,1.78,94.46,2.0
34.0,7.0,5.05,7.84,7.0,12.0,6.0,3.0,9.2,1.44,28.05,0.0
27.0,5.0,11.69,5.95,7.0,12.0,1.0,0.0,14.92,1.26,76.72,2.0
27.0,10.0,10.89,8.02,4.0,17.0,22.0,7.0,12.81,0.84,75.62,2.0
36.0,18.0,11.42,8.91,2.0,19.0,9.0,4.0,12.95,0.55,69.41,1.0
31.0,3.0,11.34,5.94,4.0,6.0,13.0,0.0,13.54,0.12,71.82,2.0
38.0,17.0,8.71,8.23,0.0,15.0,7.0,1.0,13.14,1.02,22.45,0.0
29.0,0.0,6.11,8.94,4.0,15.0,2.0,4.0,10.26,0.24,44.53,1.0
28.0,12.0,9.37,8.92,4.0,5.0,2.0,8.0,12.95,0.82,52.55,1.0
24.0,13.0,13.58,6.17,2.0,5.0,26.0,9.0,14.94,0.47,75.71,2.0
25.0,0.0,9.89,6.43,7.0,3.0,1.0,7.0,14.71,0.91,64.87,1.0
39.0,10.0,4.11,5.52,0.0,2.0,27.0,9.0,6.33,0.63,33.68,0.0
21.0,16.0,4.6,5.57,4.0,0.0,16.0,7.0,8.03,1.66,24.21,0.0
43.0,3.0,13.93,6.46,5.0,2.0,18.0,8.0,18.14,1.96,73.96,2.0
32.0,11.0,4.72,5.0,6.0,18.0,9.0,1.0,6.25,1.88,50.43,1.0
25.0,9.0,4.46,7.56,4.0,8.0,11.0,6.0,8.07,1.24,20.34,0.0
24.0,5.0,7.53,6.68,1.0,13.0,14.0,9.0,8.66,1.96,49.82,1.0
44.0,0.0,13.69,8.49,4.0,18.0,22.0,4.0,15.1,0.8,91.12,2.0
20.0,6.0,7.19,8.05,2.0,18.0,10.0,2.0,11.08,1.04,40.86,1.0
40.0,15.0,8.1,5.61,1.0,12.0,8.0,9.0,9.72,0.51,68.01,1.0
41.0,13.0,10.34,6.53,5.0,15.0,29.0,7.0,13.11,1.8,52.34,1.0
40.0,19.0,4.24,7.75,6.0,7.0,24.0,1.0,6.23,0.36,24.11,0.0
25.0,19.0,12.98,4.97,5.0,15.0,12.0,3.0,15.66,1.22,100.0,2.0
25.0,5.0,9.19,4.16,5.0,8.0,5.0,4.0,12.02,1.6,65.43,1.0
42.0,4.0,8.67,8.26,4.0,8.0,13.0,4.0,12.69,1.19,40.02,1.0
35.0,17.0,12.61,4.69,5.0,2.0,14.0,3.0,13.93,0.16,75.74,2.0
23.0,14.0,13.53,8.45,3.0,6.0,10.0,2.0,17.88,1.22,49.9,1.0
30.0,5.0,8.23,8.57,2.0,19.0,4.0,2.0,11.88,1.53,38.31,1.0
43.0,18.0,5.72,6.3,0.0,17.0,1.0,4.0,8.39,0.38,52.71,1.0
42.0,0.0,12.16,8.03,1.0,9.0,6.0,9.0,16.63,1.47,62.99,1.0
28.0,0.0,8.03,5.82,3.0,0.0,14.0,5.0,9.77,1.76,18.23,0.0
42.0,12.0,13.36,8.29,0.0,11.0,5.0,0.0,15.42,1.02,52.97,1.0
22.0,2.0,13.5,8.12,2.0,15.0,13.0,3.0,15.05,0.82,76.8,2.0
38.0,9.0,5.15,4.39,1.0,11.0,3.0,9.0,7.68,0.05,57.83,1.0
27.0,2.0,13.57,6.91,2.0,9.0,2.0,9.0,18.52,0.84,82.37,2.0
24.0,8.0,7.68,7.2,2.0,8.0,10.0,5.0,9.32,1.32,40.73,1.0
23.0,7.0,10.46,4.0,1.0,17.0,28.0,1.0,14.78,1.78,59.97,1.0
43.0,2.0,4.35,8.9,5.0,3.0,0.0,9.0,7.96,1.88,50.01,1.0
25.0,12.0,12.89,6.03,4.0,7.0,13.0,4.0,13.95,1.82,51.95,1.0
21.0,5.0,10.42,6.59,2.0,3.0,5.0,8.0,15.2,1.32,27.67,0.0
39.0,12.0,10.44,4.97,5.0,15.0,28.0,2.0,15.32,1.37,74.39,2.0
30.0,10.0,13.02,7.05,6.0,7.0,22.0,2.0,17.72,0.0,69.79,1.0
23.0,19.0,9.08,8.05,1.0,6.0,26.0,8.0,12.09,0.73,52.89,1.0
34.0,11.0,8.11,6.93,2.0,12.0,16.0,2.0,9.99,1.81,9.22,0.0
25.0,12.0,12.66,7.94,4.0,7.0,26.0,3.0,15.23,1.38,37.31,1.0
41.0,1.0,11.42,7.66,6.0,6.0,16.0,8.0,14.88,0.94,65.31,1.0
36.0,15.0,13.49,5.19,1.0,4.0,22.0,3.0,16.01,0.21,73.43,2.0
43.0,5.0,13.4,6.46,7.0,17.0,10.0,4.0,17.23,0.49,81.66,2.0
25.0,18.0,7.82,4.74,0.0,18.0,27.0,1.0,12.0,1.11,58.08,1.0
38.0,12.0,8.47,4.21,0.0,9.0,21.0,7.0,10.31,1.8,53.05,1.0
44.0,16.0,6.56,4.32,7.0,10.0,6.0,8.0,9.18,0.19,74.16,2.0
21.0,8.0,10.61,8.71,5.0,7.0,12.0,9.0,15.44,0.31,67.4,1.0
34.0,16.0,7.65,8.92,0.0,9.0,7.0,3.0,9.65,1.31,14.84,0.0
30.0,1.0,11.86,4.47,3.0,10.0,7.0,2.0,14.25,0.59,70.25,2.0
27.0,18.0,5.22,5.68,7.0,15.0,8.0,3.0,6.36,0.34,65.72,1.0
38.0,18.0,5.16,4.57,2.0,3.0,28.0,6.0,7.49,0.36,34.07,0.0
32.0,6.0,6.04,8.17,2.0,1.0,24.0,0.0,8.52,0.99,8.74,0.0
31.0,9.0,4.84,6.48,1.0,12.0,6.0,1.0,6.24,1.17,17.03,0.0
24.0,9.0,10.2,7.11,3.0,6.0,24.0,9.0,11.21,1.81,69.69,1.0
25.0,19.0,5.47,6.7,2.0,16.0,21.0,4.0,8.77,1.02,40.89,1.0
41.0,8.0,5.6,7.55,1.0,12.0,8.0,8.0,7.81,1.38,38.66,1.0
23.0,16.0,4.14,5.6,4.0,9.0,10.0,5.0,5.21,0.36,19.74,0.0
38.0,14.0,11.82,4.69,2.0,12.0,1.0,2.0,16.26,1.43,58.16,1.0
39.0,1.0,12.12,4.09,5.0,9.0,26.0,2.0,15.46,1.3,64.73,1.0
20.0,3.0,5.62,6.23,2.0,6.0,17.0,6.0,7.3,0.43,16.94,0.0
39.0,18.0,11.4,8.54,4.0,9.0,29.0,2.0,15.86,1.34,53.795,1.0
36.0,16.0,8.34,5.53,4.0,15.0,21.0,9.0,10.35,0.42,89.35,2.0
31.0,10.0,6.4,4.98,4.0,2.0,2.0,2.0,8.31,1.19,28.1,0.0
34.0,6.0,10.21,8.63,4.0,3.0,17.0,9.0,14.79,1.34,33.98,0.0
20.0,17.0,5.78,6.46,1.0,3.0,15.0,6.0,7.5,1.39,46.46,1.0
33.0,6.0,11.57,4.26,2.0,3.0,7.0,8.0,16.09,1.82,74.1,2.0
25.0,16.0,4.48,8.4,2.0,15.0,22.0,8.0,8.69,1.9,58.1,1.0
24.0,6.0,13.59,7.5,0.0,8.0,7.0,2.0,15.83,1.62,62.92,1.0
30.0,3.0,4.72,6.11,5.0,5.0,5.0,7.0,5.86,1.76,50.28,1.0
23.0,7.0,9.79,7.76,2.0,9.0,24.0,0.0,11.12,0.04,43.9,1.0
32.0,12.0,13.02,7.71,6.0,3.0,24.0,7.0,14.46,0.73,61.85,1.0
30.0,3.0,4.12,4.2,0.0,11.0,1.0,1.0,8.68,0.08,31.01,0.0
22.0,5.0,8.99,7.38,4.0,9.0,15.0,3.0,11.61,1.02,25.8,0.0
20.0,4.0,7.5,7.2,5.0,11.0,25.0,6.0,8.63,0.76,53.29,1.0
25.0,11.0,9.8,8.82,5.0,18.0,20.0,5.0,13.03,1.74,65.57,1.0
37.0,3.0,6.25,8.83,4.0,18.0,8.0,8.0,8.08,1.02,68.48,1.0
43.0,8.0,4.65,6.46,1.0,0.0,18.0,7.0,6.59,1.3,18.26,0.0
29.0,3.0,10.26,6.95,7.0,3.0,20.0,1.0,11.9,0.73,38.44,1.0
24.0,18.0,8.17,4.71,7.0,12.0,14.0,3.0,12.22,1.21,48.98,1.0
32.0,4.0,6.11,6.16,2.0,13.0,1.0,5.0,8.87,0.6,48.67,1.0
31.0,17.0,7.39,7.45,0.0,15.0,14.0,3.0,8.74,1.02,29.81,0.0
21.0,9.0,9.62,6.84,4.0,1.0,21.0,7.0,12.83,0.43,23.37,0.0
32.0,18.0,9.93,6.15,4.0,7.0,10.0,1.0,12.31,1.84,40.73,1.0
27.0,11.0,7.72,8.09,6.0,12.0,19.0,7.0,8.83,0.06,58.28,1.0
21.0,17.0,6.8,7.97,7.0,0.0,11.0,1.0,9.64,1.09,8.82,0.0
39.0,16.0,6.74,7.66,1.0,11.0,14.0,7.0,10.02,1.97,39.85,1.0
20.0,10.0,5.75,4.39,7.0,16.0,15.0,0.0,7.74,1.22,46.53,1.0
24.0,2.0,7.25,7.98,5.0,6.0,29.0,1.0,11.31,1.11,34.55,0.0
28.0,16.0,5.99,8.6,5.0,15.0,27.0,4.0,8.47,1.36,33.38,0.0
36.0,0.0,10.34,4.3,4.0,13.0,5.0,0.0,14.34,0.58,57.38,1.0
28.0,14.0,9.69,6.01,0.0,9.0,2.0,4.0,13.01,0.11,46.28,1.0
30.0,8.0,7.83,8.94,5.0,2.0,5.0,4.0,12.31,0.5,28.66,0.0
34.0,14.0,7.26,7.0,6.0,11.0,22.0,6.0,10.45,0.35,60.17,1.0
43.0,2.0,8.99,6.57,6.0,7.0,25.0,1.0,8.12,1.85,19.77,0.0
25.0,10.0,9.35,4.89,2.0,15.0,2.0,1.0,13.64,1.7,55.56,1.0
42.0,12.0,13.19,6.83,2.0,0.0,20.0,5.0,17.32,0.64,58.24,1.0
22.0,10.0,10.86,6.2,0.0,16.0,12.0,9.0,15.75,1.67,86.14,2.0
24.0,0.0,12.34,6.32,7.0,0.0,7.0,7.0,15.7,0.4,61.54,1.0
31.0,16.0,7.52,4.82,1.0,14.0,1.0,2.0,10.49,1.54,38.75,1.0
37.0,12.0,4.63,7.65,2.0,12.0,6.0,9.0,8.31,0.65,46.93,1.0
33.0,0.0,10.23,8.87,0.0,5.0,28.0,3.0,15.15,0.13,41.27,1.0
40.0,9.0,5.89,6.35,0.0,12.0,16.0,6.0,9.02,1.44,40.36,1.0
43.0,14.0,9.69,7.16,4.0,3.0,6.0,0.0,13.43,1.98,20.04,0.0
30.0,6.0,11.4,6.15,5.0,0.0,0.0,0.0,13.79,1.13,31.05,0.0
28.0,17.0,11.84,4.69,4.0,9.0,3.0,8.0,14.04,1.02,95.86,2.0
21.0,15.0,7.02,8.85,5.0,3.0,14.0,5.0,9.36,0.75,14.67,0.0
31.0,10.0,9.12,4.65,1.0,12.0,3.0,4.0,10.27,1.3,53.75,1.0
22.0,17.0,10.21,4.56,1.0,3.0,11.0,1.0,12.35,1.4,51.21,1.0
22.0,6.0,12.19,6.3,1.0,15.0,15.0,1.0,13.88,1.77,73.59,2.0
20.0,16.0,11.61,7.29,0.0,8.0,20.0,6.0,14.44,1.82,55.79,1.0
27.0,17.0,13.88,5.77,0.0,3.0,17.0,5.0,16.72,1.72,53.86,1.0
41.0,11.0,4.08,4.96,7.0,19.0,13.0,7.0,8.14,1.3,64.53,1.0
27.0,7.0,8.37,8.09,4.0,7.0,13.0,2.0,11.38,0.9,33.85,0.0
30.0,1.0,6.56,5.82,2.0,3.0,27.0,2.0,9.41,1.36,39.8,1.0
28.0,6.0,5.2,4.97,6.0,8.0,10.0,4.0,7.13,1.33,49.71,1.0
24.0,3.0,13.12,5.83,5.0,10.0,27.0,9.0,17.53,0.44,100.0,2.0
33.0,17.0,13.98,5.07,5.0,4.0,15.0,3.0,15.34,1.02,69.97,1.0
22.0,5.0,5.81,6.6,1.0,8.0,14.0,7.0,10.74,0.42,34.59,0.0
40.0,8.0,4.38,7.34,7.0,7.0,21.0,5.0,7.28,1.8,24.57,0.0
24.0,8.0,6.75,8.0,5.0,3.0,5.0,7.0,8.49,0.65,45.46,1.0
24.0,13.0,12.35,5.14,3.0,19.0,29.0,6.0,14.77,1.61,100.0,2.0
38.0,7.0,6.94,4.83,1.0,0.0,23.0,1.0,8.0,0.75,8.1,0.0
33.0,18.0,4.57,4.1,6.0,19.0,12.0,8.0,6.24,1.53,49.83,1.0
23.0,2.0,4.52,5.14,5.0,12.0,25.0,5.0,6.86,0.44,46.33,1.0
44.0,17.0,8.27,4.12,4.0,4.0,27.0,5.0,11.49,1.53,58.83,1.0
32.0,4.0,13.32,5.73,5.0,19.0,16.0,1.0,14.84,0.36,87.17,2.0
29.0,13.0,6.86,4.73,0.0,9.0,3.0,8.0,12.02,0.98,57.01,1.0
44.0,3.0,8.27,6.9,4.0,15.0,11.0,0.0,12.65,0.23,53.795,1.0
37.0,6.0,5.02,5.92,4.0,7.0,17.0,5.0,8.31,1.06,30.18,0.0
27.0,19.0,8.94,4.47,4.0,11.0,26.0,7.0,11.13,1.64,61.73,1.0
27.0,11.0,10.97,6.0,3.0,2.0,7.0,1.0,12.46,1.51,34.77,0.0
26.0,1.0,6.71,5.05,3.0,3.0,11.0,2.0,7.77,0.1,32.88,0.0
27.0,10.0,6.97,7.4,5.0,16.0,3.0,9.0,10.9,0.98,76.26,2.0
33.0,13.0,12.42,5.82,4.0,19.0,29.0,9.0,15.93,1.7,93.13,2.0
38.0,15.0,4.1,4.74,7.0,12.0,7.0,6.0,7.01,1.3,39.68,1.0
25.0,19.0,10.36,5.75,5.0,5.0,28.0,0.0,11.77,0.12,32.99,0.0
20.0,5.0,7.94,6.46,5.0,2.0,1.0,4.0,9.77,0.65,52.79,1.0
34.0,14.0,10.58,8.92,7.0,6.0,29.0,9.0,13.5,0.35,73.63,2.0
20.0,0.0,12.35,4.13,5.0,2.0,3.0,6.0,17.2,1.36,54.51,1.0
44.0,6.0,8.99,7.45,7.0,5.0,11.0,9.0,14.58,1.27,78.45,2.0
36.0,11.0,4.31,5.32,6.0,12.0,24.0,9.0,8.51,0.4,89.11,2.0
20.0,9.0,8.61,4.33,0.0,13.0,20.0,6.0,10.64,1.1,67.52,1.0
34.0,4.0,8.63,4.07,4.0,14.0,21.0,2.0,10.55,1.62,57.88,1.0
42.0,11.0,9.44,8.41,2.0,15.0,9.0,6.0,11.45,0.75,76.2,2.0
21.0,17.0,10.71,5.77,6.0,0.0,14.0,0.0,15.66,0.49,35.06,1.0
33.0,9.0,4.19,8.97,1.0,14.0,14.0,3.0,6.53,1.4,17.57,0.0
40.0,5.0,9.02,6.21,1.0,6.0,8.0,6.0,12.85,0.14,23.9,0.0
27.0,11.0,9.88,4.94,4.0,8.0,8.0,6.0,14.72,1.67,62.52,1.0
27.0,6.0,7.43,7.89,1.0,14.0,6.0,3.0,11.71,1.89,46.71,1.0
38.0,17.0,10.68,8.63,4.0,13.0,26.0,0.0,14.07,1.93,38.63,1.0
26.0,1.0,6.28,8.08,1.0,18.0,1.0,7.0,7.96,0.87,49.29,1.0
38.0,9.0,7.17,7.73,5.0,17.0,6.0,3.0,8.87,1.25,47.32,1.0
25.0,14.0,13.63,5.67,0.0,8.0,8.0,1.0,16.6,1.71,75.55,2.0
25.0,11.0,7.48,4.32,6.0,0.0,17.0,3.0,12.29,0.45,41.14,1.0
26.0,3.0,9.96,6.23,1.0,9.0,11.0,7.0,11.62,0.77,57.98,1.0
38.0,6.0,13.71,8.78,6.0,6.0,6.0,4.0,15.86,1.77,70.86,2.0
27.0,8.0,13.83,7.61,1.0,13.0,18.0,1.0,17.19,1.01,56.6,1.0
29.0,18.0,9.8,8.14,7.0,0.0,21.0,6.0,12.71,1.06,55.72,1.0
39.0,6.0,4.01,5.39,7.0,14.0,23.0,2.0,5.49,1.02,38.42,1.0
34.0,1.0,13.01,7.42,7.0,0.0,15.0,5.0,15.49,1.15,70.33,2.0
34.0,5.0,9.7,8.31,2.0,12.0,25.0,8.0,14.52,0.11,63.02,1.0
20.0,17.0,7.66,6.46,6.0,19.0,7.0,4.0,12.47,1.12,77.28,2.0
39.0,5.0,12.29,6.15,0.0,1.0,29.0,8.0,15.53,1.3,61.75,1.0
26.0,12.0,8.0,7.6,6.0,2.0,18.0,3.0,11.54,1.28,27.6,0.0
23.0,18.0,4.34,6.8,5.0,3.0,5.0,8.0,6.23,1.46,40.89,1.0
25.0,1.0,12.21,8.97,0.0,15.0,1.0,0.0,16.18,1.04,62.93,1.0
44.0,11.0,9.46,6.13,6.0,11.0,29.0,3.0,10.67,1.8,50.33,1.0
20.0,14.0,7.38,4.88,0.0,3.0,1.0,0.0,9.26,0.93,11.56,0.0
24.0,10.0,6.51,6.36,6.0,11.0,28.0,8.0,7.53,1.04,57.49,1.0
42.0,5.0,9.94,5.18,1.0,6.0,7.0,7.0,12.48,1.56,53.2,1.0
20.0,17.0,6.08,6.81,3.0,19.0,26.0,7.0,10.48,1.67,70.2,2.0
23.0,4.0,7.24,4.63,7.0,2.0,9.0,6.0,12.17,1.3,50.77,1.0
41.0,17.0,10.37,8.75,1.0,4.0,20.0,8.0,14.04,0.25,40.61,1.0
21.0,2.0,12.82,8.3,4.0,11.0,20.0,2.0,16.8,0.66,55.07,1.0
29.0,2.0,9.33,4.78,7.0,11.0,14.0,6.0,11.38,0.04,82.46,2.0
24.0,9.0,11.59,4.86,6.0,19.0,19.0,5.0,14.67,0.59,100.0,2.0
29.0,18.0,11.63,6.56,2.0,6.0,26.0,4.0,15.58,1.14,69.86,1.0
20.0,2.0,10.64,7.86,0.0,11.0,25.0,8.0,13.63,1.61,61.43,1.0
32.0,11.0,6.46,5.1,4.0,1.0,19.0,3.0,7.81,1.17,23.81,0.0
25.0,15.0,12.67,4.3,5.0,13.0,23.0,2.0,16.63,0.08,85.51,2.0
32.0,16.0,8.36,6.73,7.0,15.0,2.0,2.0,10.24,0.52,54.99,1.0
34.0,6.0,4.44,7.46,4.0,6.0,26.0,1.0,5.83,1.16,8.78,0.0
23.0,12.0,6.45,5.22,7.0,3.0,15.0,0.0,9.36,1.42,53.795,0.0
32.0,1.0,11.66,7.7,3.0,19.0,2.0,2.0,12.02,1.73,64.76,1.0
43.0,3.0,4.69,8.75,6.0,4.0,7.0,7.0,8.21,1.94,25.7,0.0
39.0,9.0,5.47,4.69,0.0,13.0,18.0,5.0,9.03,1.78,26.29,0.0
43.0,6.0,10.94,6.56,1.0,9.0,11.0,1.0,12.97,0.93,25.65,0.0
34.0,16.0,12.93,4.28,0.0,4.0,17.0,7.0,17.79,1.49,59.57,1.0
27.0,19.0,10.34,5.03,7.0,1.0,12.0,4.0,14.64,0.48,65.1,1.0
34.0,18.0,4.53,6.02,4.0,2.0,28.0,0.0,8.52,0.11,11.43,0.0
23.0,4.0,10.15,8.1,4.0,9.0,12.0,0.0,12.56,0.48,25.45,0.0
31.0,9.0,4.47,6.89,4.0,7.0,20.0,3.0,8.47,0.08,30.51,0.0
32.0,8.0,10.13,5.11,1.0,9.0,26.0,8.0,14.33,1.7,51.33,1.0
21.0,12.0,6.26,4.2,1.0,1.0,2.0,9.0,7.87,0.98,29.79,0.0
38.0,18.0,13.05,6.77,1.0,13.0,5.0,9.0,16.7,1.62,72.1,2.0
38.0,5.0,8.75,4.66,5.0,3.0,26.0,5.0,13.2,1.88,35.41,1.0
23.0,2.0,12.53,6.55,2.0,19.0,2.0,7.0,13.85,1.87,95.41,2.0
30.0,2.0,6.54,8.52,5.0,13.0,24.0,8.0,7.65,1.43,32.99,0.0
24.0,3.0,7.07,4.41,7.0,15.0,25.0,1.0,8.51,0.88,44.59,1.0
39.0,4.0,12.34,7.34,5.0,4.0,0.0,5.0,13.36,1.2,60.15,1.0
30.0,7.0,7.09,4.07,5.0,15.0,13.0,6.0,9.4,1.63,70.7,2.0
27.0,2.0,7.48,6.76,0.0,2.0,19.0,4.0,12.02,1.91,33.7,0.0
25.0,11.0,5.16,8.06,3.0,0.0,6.0,4.0,8.76,1.46,0.0,0.0
25.0,7.0,4.39,6.66,7.0,3.0,24.0,2.0,9.36,1.08,25.2,0.0
27.0,12.0,11.25,5.76,6.0,8.0,8.0,1.0,15.85,1.94,62.64,1.0
42.0,3.0,10.45,5.21,0.0,0.0,0.0,0.0,12.46,1.92,53.795,1.0
34.0,13.0,6.82,4.43,7.0,15.0,9.0,5.0,10.9,0.96,95.04,2.0
33.0,13.0,6.96,6.67,1.0,2.0,12.0,6.0,11.71,1.3,32.56,0.0
30.0,12.0,13.45,8.44,7.0,5.0,11.0,1.0,18.08,1.62,52.75,1.0
31.0,5.0,13.88,6.57,2.0,12.0,3.0,1.0,18.42,0.87,73.34,2.0
32.0,16.0,8.73,7.7,7.0,16.0,6.0,4.0,12.88,1.66,68.7,1.0
27.0,3.0,12.02,5.49,5.0,14.0,9.0,5.0,14.19,0.22,68.44,1.0
37.0,7.0,11.37,6.24,0.0,11.0,21.0,2.0,12.7,0.96,40.11,1.0
44.0,16.0,6.97,5.62,6.0,7.0,24.0,2.0,9.92,0.97,49.27,1.0
20.0,2.0,4.59,4.55,4.0,15.0,28.0,0.0,5.81,1.37,49.57,1.0
34.0,16.0,5.43,6.08,6.0,2.0,6.0,5.0,10.42,0.23,38.55,1.0
27.0,8.0,12.38,7.82,5.0,3.0,14.0,8.0,14.81,1.02,67.44,1.0
30.0,1.0,11.31,5.97,6.0,6.0,18.0,1.0,16.14,1.8,53.94,1.0
31.0,12.0,10.64,7.25,0.0,14.0,6.0,0.0,14.73,0.61,44.57,1.0
31.0,19.0,5.31,7.79,4.0,10.0,25.0,8.0,7.96,0.65,62.53,1.0
23.0,1.0,10.4,5.61,7.0,15.0,13.0,4.0,11.87,1.55,73.93,2.0
35.0,19.0,11.72,7.99,0.0,13.0,20.0,7.0,13.67,0.83,61.67,1.0
23.0,10.0,12.61,5.69,7.0,12.0,13.0,3.0,16.3,1.67,77.34,2.0
24.0,14.0,4.13,5.28,0.0,8.0,17.0,7.0,8.45,0.8,28.62,0.0
43.0,10.0,10.84,5.11,7.0,17.0,9.0,4.0,15.76,1.02,85.44,2.0
24.0,2.0,4.19,5.0,5.0,2.0,2.0,5.0,5.72,1.05,33.72,0.0
